Rk,Player,Tm,FantPos,G,PPR
464,Griff Whalen\WhalGr00,BAL,WR,2,6.3
465,Vince Mayle\MaylVi00,BAL,TE,16,6.2
466,Nick Williams\WillNi02,ATL,WR,1,6
467,Bernard Reedy\ReedBe01,2TM,WR,11,5.8
468,De'Veon Smith\SmitDe06,MIA,RB,5,5.7
469,Ifeanyi Momah\MomaIf00,ARI,TE,9,5.6
470,Darrell Daniels\DaniDa02,IND,TE,12,5.6
471,Chris Matthews\MattCh00,BAL,WR,6,5.5
472,Fitzgerald Toussaint\TousFi00,PIT,RB,6,5.4
473,Jojo Natson\NatsJo00,NYJ,WR,7,5.3
474,Sean Mannion\MannSe00,LAR,QB,5,5.2
475,Emanuel Byrd\ByrdEm00,GNB,TE,1,5.1
476,Josh Ferguson\FergJo02,IND,RB,10,5.1
477,Mack Brown\BrowMa02,2TM,RB,4,5
478,Danny Vitale\VitaDa00,CLE,RB,15,4.9
479,Joe Webb\WebbJo00,BUF,QB,16,4.8
480,Derrick Coleman\ColeDe00,ATL,RB,16,4.8
481,Antony Auclair\AuclAn00,TAM,TE,8,4.5
482,Geoff Swaim\SwaiGe00,DAL,TE,15,4.5
483,Senorise Perry\PerrSe00,MIA,RB,16,4.3
484,Ryan Hewitt\HewiRy00,CIN,RB,13,4.2
485,Jehu Chesson\ChesJe00,KAN,WR,12,3.8
486,Michael Burton\BurtMi00,CHI,RB,16,3.7
487,Chris Manhertz\ManhCh00,CAR,TE,16,3.7
488,Jordan Leslie\LeslJo00,CLE,WR,2,3.6
489,Cole Hikutini\HikuCo00,SFO,TE,4,3.5
490,MarQueis Gray\GrayMa00,MIA,TE,16,3.4
491,DeAndrew White\WhitDe01,HOU,WR,2,3.4
492,Darius Powe\PoweDa02,NYG,WR,1,3.3
493,Isaiah McKenzie\McKeIs00,DEN,WR,11,3.3
494,Jeff Janis\JaniJe00,GNB,WR,16,3.2
495,Shelton Gibson\GibsSh00,PHI,WR,5,3.1
496,Cody Kessler\KessCo00,CLE,QB,3,2.9
497,Allen Robinson\RobiAl02,JAX,WR,1,2.7
498,A.J. McCarron\McCaA.00,CIN,QB,3,2.6
499,Kevin White\WhitKe00,CHI,WR,1,2.6
500,Andre Williams\WillAn00,LAC,RB,8,2.5
501,Matt Cassel\CassMa00,TEN,QB,2,2.5
502,Arrelious Benn\BennAr00,JAX,WR,9,2.2
503,Jeff Cumberland\CumbJe00,LAC,TE,7,2.2
504,David Fluellen\FlueDa00,TEN,RB,16,2.1
505,Taiwan Jones\JoneTa00,BUF,RB,8,2.1
506,Harry Douglas\DougHa00,TEN,WR,2,1.8
507,Cobi Hamilton\HamiCo00,HOU,WR,3,1.8
508,Larry Pinkard\PinkLa00,JAX,WR,4,1.5
509,Eric Weems\WeemEr00,TEN,WR,16,1.5
510,LeShun Daniels\DaniLe00,WAS,RB,4,1.4
511,Matt Jones\JoneMa04,IND,RB,5,1.4
512,Cooper Rush\RushCo00,DAL,QB,2,1.4
513,Garrett Griffin\GrifGa00,NOR,TE,3,1.4
514,Max McCaffrey\McCaMa01,JAX,WR,5,1.4
515,Scott Tolzien\TolzSc00,IND,QB,1,1.3
516,Joe Kerridge\KerrJo00,GNB,RB,4,1.3
517,Ryan Malleck\MallRy02,HOU,TE,2,1.3
518,Charone Peake\PeakCh00,NYJ,WR,3,1.3
519,Matt Hazel\HazeMa01,IND,WR,4,1.1
520,Devante Mays\MaysDe00,GNB,RB,8,1.1
521,Raheem Mostert\MostRa00,SFO,RB,11,1
522,Terrell Watson\WatsTe00,PIT,RB,10,0.8
523,Taylor Heinicke\HeinTa00,HOU,QB,1,0.6
524,Derek Anderson\AndeDe00,CAR,QB,3,0.5
525,Joe Callahan\CallJo00,GNB,QB,1,0.4
526,John Kuhn\KuhnJo00,NOR,RB,2,0.2
527,Andre Roberts\RobeAn00,ATL,WR,16,0.2
528,Justin Davis\DaviJu00,LAR,RB,4,0.1
529,Kalif Raymond\RaymKa00,2TM,WR,8,0.1
530,Austin Davis\DaviAu00,SEA,QB,3,-0.1
531,Chase Daniel\DaniCh00,NOR,QB,1,-0.2
532,Bronson Hill\HillBr01,ARI,RB,2,-0.2
533,Darren McFadden\McFaDa00,DAL,RB,1,-0.2
534,Chad Henne\HennCh01,JAX,QB,2,-0.5
535,John Ross\RossJo00,CIN,WR,3,-0.8
536,Jake Rudock\RudoJa00,DET,QB,3,-1
537,Kellen Clemens\ClemKe00,LAC,QB,8,-1.1
538,Tyler Bray\BrayTy00,KAN,QB,1,-2
539,Teddy Bridgewater\BridTe00,MIN,QB,1,-2.3
540,Alex Armah\ArmaAl00,CAR,,9,
541,Joe Banyard\BanyJo00,BUF,,3,
542,Evan Baylis\BaylEv00,HOU,,1,
543,Victor Bolden\BoldVi00,SFO,,9,
544,Ben Braunecker\BrauBe00,CHI,,8,
545,Cethan Carter\CartCe00,CIN,,16,
546,Stacy Coley\ColeSt00,MIN,,4,
547,Cody Core\CoreCo00,CIN,,13,
548,Sean Culkin\CulkSe00,LAC,,1,
549,Geremy Davis\DaviGe00,LAC,,2,
550,Jim Dray\DrayJi00,ARI,,1,
551,Gavin Escobar\EscoGa00,BAL,,2,
552,Justin Hardee\HardJu01,NOR,,14,
553,Clark Harris*\HarrCl20,CIN,,16,
554,Andy Jones\JoneAn01,2TM,,3,
555,Matt LaCosse\LaCoMa00,2TM,,5,
556,Daniel Lasco\LascDa00,NOR,,3,
557,Khari Lee\LeexKh00,BUF,,8,
558,Terrence Magee\MageTe00,ATL,,2,
559,Bradley Marquez\MarqBr00,DET,,1,
560,Colt McCoy\McCoCo00,WAS,,1,
561,Ryan O'Malley\OMalRy00,NYG,,1,
562,Logan Paulsen\PaulLo00,SFO,,14,
563,John Phillips\PhilJo00,NOR,,1,
564,MyCole Pruitt\PruiMy00,HOU,,1,
565,Eric Saubert\SaubEr00,ATL,,14,
566,Matthew Slater*\SlatMa00,NWE,,9,
567,Shane Smith\SmitSh02,NYG,,11,
568,Nate Solder\SoldNa00,NWE,,16,
569,C.J. Spiller\SpilC.00,KAN,RB,1,
570,Jordan Todman\TodmJo00,HOU,,14,
571,Hakeem Valles\VallHa00,DET,,1,
